input_ids,token_type_ids,attention_mask,labels
"[     1   6542    260  52351    397  40641   8807  47666    262    457
  11407  37207    390   6407  42232 159494   2224    924  54846  14542
  86543   1729   4250    375  90927  45213  10197    280   9660   2699
 114980    355  12478   3284 181587  32342  81748    355    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1]","[0 0 0 0 0 0 0 0 0 0 1 2 2 0 0 0 0 1 2 2 2 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 2
 2 0 0]"
"[     1    314  40141   9959  32454   4307  27488  15157  22210   3398
    260 144643    262    375    260  27747   3398  11543  15157 135930
  28491   3009    402  36797    919  42775    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[     1    636   8332    325   1499   1803  11007    397 169265  46124
   1123  45377   1429   3753  20290   2573    260    280    923   1105
   9220    638    311  54357   1429  80046    434    262    260   6841
    316    260  20928   3206   5223    402  48705   2794  24016  15031
  25796  36134    280    275  85346    947    262  45927  25786   1009
    260    280 105664   8310    484      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 2 0 1 2 2 0 0 1 2 0 0]"
"[     1  15517   5356  42311  10182   7647  10540  71712  49996    260
    390  71316   1510  40611    265  95447   5356  42311  10182   2554
  46674  49996 172044  61334  59210    924    457  84844   8480  35985
  23209  55600    280  25442  68754    390   1391   1503  15517    309
    260    390  47630  97730    638   1279 112125   1078    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"[     1    636  11261    390    260 104356   1391  23201 139485   6036
   6278    390    311    984 110164    544  20751    260  87994    606
    275   2429 130596    280  91562    262  25831  66777 105220    260
  27637  35028    507  13782   6420    991    316  97272  10568    457
    260 200051 131761    544   6287 224100  66808    390    584    260
 104356   1391  23201    355    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 2 2 2 0 0 0 0 0 0 0 0]"
"[     1   3762 111299    412    426 104938   7902 102073  13560    806
  36969   9265    316 146245   1141    260  93526  87358    311   1036
  54650    316   1840  17650   2739    262    260 206741    730    260
   1633   6326   2224    260  55174   3003  23775   2014    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
"[     1    260 160021    265 205035    834  13008    309   8089  43391
   1009 115641   3889    806  59504  67276   1335    260   1803  28200
   8333    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[     1   1052  24991  38411    262  21111   4684   1008 101857    309
   1326 125009    658   2078  16151  10493    457  84025    265  82077
    990    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 2 0 0]
"[     1  36408  25777    260 108507  64353    260  64145    638    611
  90233    990 123962    584 104914 124902   2692  65804 182246  15323
   3284   6278    390    316  60661 136582    265    309 195022  56285
  83330    280  38172   6473   2386 173477    316    260  27637    390
    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 1 2 2 0 1 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 2 0 0]"
"[     1  62671   2914  75221  37990   2454    402   2932  21922    260
  40674  43842   3139    375 105668   3398    260 170183  91315    584
    260    508  30069    894  14966    355  56740   2645  28112  20494
    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[     1    868    260 123488    833  10143    457  35050   3284   1776
    275   1055 168699  50908    272    260  62678  45508  77715    262
   9748  33502    311  62091   4552  71789   1078    262   3139  65881
   6315    268    360  62202  58770    294  65910    412   9731   4182
   1668 158849  26127    280    924  32795   6868    280    260    390
    924  43122    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 1 2 2 0 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"[     1    636  10082   3263   3749   2045  95346    260  51588 175964
  99305    638    426    426 198635    806  68002  83193  84077  14221
  32864   1633  11543   1078    262   1497   9731    260  51588 175964
  27337    638    426   7771 186385   7379    390   5356    262    260
  15900    260    390    923 108570    834    426  45993  77623    658
  18889    397    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"[     1    689 172251    280  54894   3230    260  88436   3051   3934
    280   3605  82946 138251    730    584  35248   9487   5085  61958
    280    730    265   2416    457 105668  11085  11408  19022  19881
   1312   1109  15150    260  88400    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[     1    868  36798    658  17941    894 153183    680    311    260
  13074    390  82423    280    316   3574  16371    390    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0]
"[     1  30690  67747    316   1109  14790 221603 139986    316  14819
    390    262   7822    611   6231  18033    325    260    265   9282
    260  13643   1532  17572  19709    375    334  12146    262   1159
    778  21581  31972   1497   7060  33908    325   4051  61915  40024
 127130    260   2440    894  12146    355  47676  41075    280  40024
   5250  42078  82016  17020    280    262    260   3799  32854  10493
    260    265   6230   9731  61428   4145    260  37777   1105    261
      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"[     1    260  40141    268    360   9787   9674    260    508  38411
  10767    355    584   9646  37462  61023  34958 224828    260    390
    260 100026   1105  89767  14435    260  32161  69680    260   3813
    262   1497   7627  40641    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[     1   1052  24991  38411    262    316  32410  56285    260  82335
    390    260  47299 213787   3225  44134    390  90978  88318   3458
  33908    894    316  20271    390  17993    559 212349    894    260
  94115    680    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[     1   2493  36008  17072    260  12135  25777 127430   4552    584
    311  54218   3833    265  57369   1532    397  14542  86543   4307
 121110 163980    457    260  32057   3498  20271 107968    316  84517
    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 2 2 0 0]
"[     1  89795    280    730    260   1633  26028   3696    389  43998
  32410   6149  66349    910    389 125702 108157  39150   1068   1803
    260  76456   5169    262    316   2022    638   6683   8163    990
  37829   2224  43827   2588 120243    638    262   4567    325    662
  66349    910  55224    280    260  38221   5085 106290    280    262
  19433   2941 120857    611  29086   4110    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 2 2 2 0 0 0 0 0 0 0 0 0]"
"[     1    868   3139 189576    355 136717    991  48708    584  31582
    834  22991    260    749    559   8183    260  21756  50457    984
  71686   8945   4018  56255   2811    275    508    261 149220  59612
    507   4178    325    260  13074    325    260  38863  44111  50457
   1581   8945 172929  81158  72411  29449    280  35051 190142  13989
   4279    355    262    260  54546   3398    260  21756  50457    984
  71686   8945   4018  56255    265  64795    275    508    261 149220
  59612    484      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0]"
"[     1    868    260 119805    390  15564   2453    260    390  36408
  25777    260 231368 143609  42775    584  44614   8915   1503    262
    260   1237    606    426  75631   2078  16234   9242  27333  12251
   3446    262  16104    397    260   1237    606  19435   8491  49265
  35983 224973  20501  22918    910  14093  10885    584  39816   1503
    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"[     1  82779    617  22487    262  24157  97554    412    260 108395
  65407    405 212104    955    437    260  56864  20501   1668  91864
   1965  12954   1078   1499   1237    606   8825 146515    584   1668
  63872   1359    262    260   3799    260  18684  12649   5250    316
    260  14057    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0]"
"[     1  72970  65888   1009  41621    262    260 108811   9045  41487
  43553    262  59039  13131    316   9394 146848  12108    390    260
    544    924  69538   1965  16157   8830    611 118192  76800  30690
 158516    280    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[     1    868  10457   2267   5332    390 107982  45842  73131    924
 194721  32070 140082    355  23265    262   2699   3014  33018  41029
    260    544    894   3458  25768 211390  60239    262   7822   1621
 194721   2386    325  13144    412    261    260 108507 139413    611
  13144    309    262   1159    325    314 181776    426    265 107019
    355    312    316   1109    260   6083    325    476  19924   1078
    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"[     1   4314  53263    260  80269   5191    262  80748  58966    311
   6326   2730  21511 150518    280    260   3332  63236   1068    260
    280   4567    508  11905 148620    316   8089    262    260    412
  19234  70331 121856   1966    611   3284  60710    280    316    924
  19990  17327   1261    402    389   3332   2054  34722   4947   1014
  30608    686    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"[     1   1326  11971    508    260  64024    397    260 105744   5085
  32443    280    262    260  70261    316  35938  45131    405 186877
   1041 104818    389   6887    262    389   9055  52520   1420  28179
    588    311    924  47955   9265  90960   5585   1826   4615   5614
  30073  76310   3971   1026      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 1 2 2 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]"
"[     1  38541    402  35983   3952    457  86920 235775    280    262
   1497    260  36021   1965   8946  14334  57586  14690    262  13782
   1286   1774  82303   2094    584 105658  10578    260    390    260
 108507  64353    584  94863 183130 143851    611  75837  46035    355
    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0
 0 0 0 0 0]"
"[     1   3541   9584    457  68136    457   4279    390  18956    894
    260 105642    260  96556  73276    311  12917   2453  56285  30819
 137777   8302    584  74153   1633  19962   1078   1183  92008  52601
    584    260    412  64520   1965   8672  27432  23209    260 129139
  53410  70406    280    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 1 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]"
"[    1  4224  1437  1678   262   316  3750 46853  4110   606   262 25307
 68827   325  3934 33386   638   260 86340   260   280 66102  7647 57790
   261     2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0]
"[     1    868 218713  97167 214592   4279    390    584  16137  46114
  22991    280   6036  81373    426  56738    280    260 178320  86066
  36132    260   7796   6240   8480    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 1 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[    1  6542  2932  3009   402   584 89014 13444   260 22297 72096   355
   262  1050  5356  6019   402  9731  9497   262   260   265   316 38482
  1965 19465  1297 27154   261     2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[     1   1310    447   9915 153112  94623  24817    588  46035    355
    262  28766  68551    260 171370    355    260  67995    260    508
    276    947    260  91187    390   1035 116907   3638    260    544
    311   8609   6350  38831   2454   5356    262    779  39204  54430
  12516   1008  54430   5935   1401    389  44286    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
"[     1   4147    260   6463  26127   3638    316  23637    280 213776
    316  28365  28629    280  86600    325  38286  15421  71036    309
   8089  27879   1420    260 120728    658    262  19708   5614   1937
  69843  23037    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[     1 146653  11560    311   2375    294   1965   1705 116443    260
    544   2267  89933   1123   5609  76909    658    260 126234  13989
   4279    355    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 0 0]
"[     1  10162    638    584  20913    262    260  40141   2045  23015
  33896  14721  45152    260  40226  13136  77396   1078 174710  75484
   1317    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[     1   1326  70229  10270    779  27432  32168    355    260 138668
  14725  35384    325   3341    262 200321   1420    262 160317  48196
    434    262 160939  86219    544    262 160939    898 217050    262
    689 142483   6808 159881    606    260 174508    686    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 1 2 0 1 2 2 0 1 2 2 0 1 2 2 0 1 2 2 2 2 2 2
 2 0 0]"
"[     1    636    260  27658  13676  14725  31362    280    584  67175
    426   1286   2777    260  94208    262   1312 137861  16550  28084
   2602    316  45888  18290    658  63766    991   6694 107960  17806
    260    412  66834    325   2532  22662    309    730   5108    260
  16984    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 1 0 0]"
"[     1   3541   1109   2629  31300   3726    311    260 173737    280
  58658    810   4110    262   2022   1634    924  20790    316    260
  93979   3230    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0]
